ID do comentário,ID do canal,Carimbo de data/hora em que o comentário foi criado,Preço,ID do comentário principal,ID do vídeo,Texto do comentário,ID do comentário de nível superior
UgxXL2ILe7h-1lR2C7F4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-08-16T02:25:01.852104+00:00,0,,yB5wnOiDLhQ,"{""text"":""Guilherme: peço ao Senhor que me ajude na minha nova carreira na minha nova escola 🙏🙌""}",
UgwVcUbuS4_Yb2ntLlV4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-08-15T17:24:51.255469+00:00,0,,EUm91hec_u8,"{""text"":""Guilherme, Maria Andrea, Maycon e Gabriel 🙏🙌🛡️""}",
UgwLYlXvOqFQT7parvd4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-08-15T01:32:52.762444+00:00,0,,b0mbJiIDVKs,"{""text"":""Guilherme, Maria Andrea, Maycon e Gabriel 🙏🙌🛡️""}",
UgzuICJ9J6c0hgDW2eB4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-08-14T23:38:44.183485+00:00,0,,z2p3whjHSao,"{""text"":""Guilherme: que Deus abençoe a todos da minha casa, e venha me perdoar pelos meus pecados 🙏🙌""}",
UgxJbjzZ6b0l1ZcCG6V4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-08-13T14:38:23.771207+00:00,0,,GjH7Am95cwM,"{""text"":""Eu, Guilherme, desejo que Deus me perdoe pelos meus pecados, e venha abençoar a mim, e a minha família""}",
Ugx-_GlBltgph3tfKJN4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-08-12T02:23:19.43882+00:00,0,,Oiz20Npw8mE,"{""text"":""Meu pedido é que Deus venha abençoar a mim, e a minha família 🙏🙌🛡️""}",
Ugw_FFIDSW2DVM5RTRZ4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-08-11T23:59:56.276653+00:00,0,,-2sK4fCLq8o,"{""text"":""Guilherme, Maria Andrea, Maycon e Gabriel 🙏🙌🛡️""}",
UgxABsb67C_udYIZXyN4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-08-11T01:54:16.206109+00:00,0,,Y16X1t3K88A,"{""text"":""Guilherme, Maria Andrea, Maycon e Gabriel 🙏🙌🛡️""}",
UgzZxUCcAsB41YdCkF94AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-08-11T01:22:26.453137+00:00,0,,LSuufDh-J68,"{""text"":""Guilherme: eu desejo que Deus me perdoe pelos meus pecados, e me aceite novamente🙏🙌""}",
UgynrepQ2hZ6lyc42rF4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-08-09T00:00:17.092119+00:00,0,,WdcAop0iF4k,"{""text"":""Guilherme, Maria Andrea, Maycon e Gabriel 🙏🙌🛡️""}",
UgzMoUBp7yAZoHqVHhF4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-08-08T01:50:21.085067+00:00,0,,NCZ3l56ZEOk,"{""text"":""Guilherme: Senhor, vai na minha frente 🙏🙌""}",
UgwTInCIygrkfKF7O9F4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-08-04T00:57:33.783016+00:00,0,,GmsFe1W7DU4,"{""text"":""Guilherme, Maria Andrea, Maycon e Gabriel 🙏 🙌""}",
Ugzy8rC3SMoHzlzVFgd4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-08-04T00:33:49.154017+00:00,0,,DuShaHqyTMY,"{""text"":""Guilherme: A armadura de Deus está sobre a minha vida 🙏🙌""}",
Ugxj98fYFmebrwSFlGR4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-08-03T01:04:56.459718+00:00,0,,GVFvI3PFwfs,"{""text"":""Guilherme,  Maria Andrea,  Maycon e Gabriel 🙏 🙌""}",
Ugw09RdsL1hjxcIgBsJ4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-08-03T00:45:05.842737+00:00,0,,WvSAGwY1ncU,"{""text"":""Guilherme: Senhor, que a tua proteção me acompanhe 🙏🙌""}",
UgxHSgYrnDxKHdPX-RF4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-08-01T23:50:25.444636+00:00,0,,-2KqX8ejm-8,"{""text"":""Guilherme: se Deus é por nós, quem será contra nós 🙌🙏""}",
Ugy6PozO0csgNLrCmwV4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-08-01T13:47:27.951754+00:00,0,,Q6mfn5NLgOU,"{""text"":""Guilherme: eu sou um bendito de Deus 🙏🙌""}",
UgzHtngMhWsy7s1rXNh4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-08-01T03:01:51.061551+00:00,0,,j95mhZFld3c,"{""text"":""Guilherme: Deus abençoe a cidade de São Paulo 🙏🙌""}",
Ugwif4aSKDXI96UXmRN4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-08-01T02:22:44.650403+00:00,0,,fhE9RBn-9Jo,"{""text"":""Guilherme,  Maria Andrea, Maycon e Gabriel 🙏🙌""}",
Ugx_IRDibPmqRXhXB_J4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-08-01T00:03:56.980273+00:00,0,,qiX0AiixL3Q,"{""text"":""Guilherme: a minha casa está debaixo da benção de Deus 🙏🙌""}",
Ugyrby3SjcZIvfsqd1B4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-07-31T13:45:21.663982+00:00,0,,S4QJ9--bnDA,"{""text"":""Guilherme: até aqui me ajudou o Senhor 🙏🙌""}",
UgwVyjvbspbAaOhDxpV4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-07-31T03:07:37.621563+00:00,0,,1FNgeMRI49Y,"{""text"":""Guilherme: São Paulo 🙏🙌""}",
UgwYVSHLbdN8jVCZvE14AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-07-31T02:41:30.374859+00:00,0,,M6SDQgJOOPY,"{""text"":""Guilherme, Maria Andrea, Maycon e Gabriel 🙏🙌""}",
Ugzc9H2oP2_2SUHzyXZ4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-07-31T02:10:49.275352+00:00,0,,5ibterd5C1g,"{""text"":""Guilherme: eu viverei um tempo de fartura 🙏🙌""}",
UgzBhwMPWBJEO2mSUqF4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-07-25T12:47:44.107732+00:00,0,,KXusoT97sUI,"{""text"":""Guilherme: a benção de Deus me alcançará 🙏🙌""}",
Ugz8yLB5jBy8UcG3wC14AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-07-25T02:25:29.600755+00:00,0,,ACzJSsaFkEA,"{""text"":""Guilherme: que Deus me perdoe pelos meus pecados e me fortaleça na minha área espiritual 🙏🙌""}",
Ugy0dLgT4Q1IFw_TDeJ4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-07-22T11:56:52.254041+00:00,0,,C2BeahVQWFk,"{""text"":""Guilherme: o Senhor é o meu pastor, e nada me faltará 🙏🙌""}",
UgzZXzpU6wzOg4bplM94AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-07-22T01:35:45.143534+00:00,0,,SA2knGfvZ0U,"{""text"":""Guilherme: eu recebo o livramento e a proteção de Deus 🙏🙌🛡️""}",
UgxXHRgnn9rxczYd8xp4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-07-21T14:39:30.570753+00:00,0,,Sz0czHa_pAU,"{""text"":""Deus abençoe Maria Andrea, Maycon e Gabriel 🙏🙌""}",
UgyJgxyeDXpc3yw1p0h4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-07-21T01:32:11.41451+00:00,0,,mSjXV9_KCBI,"{""text"":""Guilherme: Senhor, ilumina os meus passos 🙏🙌""}",
UgxtLerhCA86p2hBoT54AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-07-20T12:37:04.500217+00:00,0,,kAzPlF7vWuU,"{""text"":""Guilherme: que o Senhor abençoe a minha área espiritual 🙏🙌""}",
UgykNWWJ5klNmwEGBlB4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-07-20T02:05:17.121106+00:00,0,,yxzrwXI00U8,"{""text"":""Guilherme: Deus está me capacitando 🙏🙌""}",
Ugwxz8ytskZRb0O6ROd4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-07-19T23:56:16.896374+00:00,0,,QNC1Qf62P1M,"{""text"":""Guilherme, Maria Andrea, Maycon, Gabriel e Orlanda 🙏🙌🛡️""}",
UgyuVVxb9ZyF-8ZtLd54AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-07-17T15:00:48.907764+00:00,0,,9PVKExWUghQ,"{""text"":""Guilherme: eu recebo o livramento de Deus 🙏🙌""}",
UgzjDaPd92a_nPCyoql4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-07-17T02:33:58.545719+00:00,0,,xDgGRVsrjKw,"{""text"":""Guilherme: área espiritual 🙏🙌""}",
UgzCciXJopIGgdIqH6p4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-07-16T14:13:18.451848+00:00,0,,_rxgsV22iUc,"{""text"":""Guilherme 🙏🙌""}",
UgyhUVv70-HlCzhcvT54AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-07-15T02:41:14.126521+00:00,0,,kLBd6a00uQA,"{""text"":""Guilherme: que Deus abençoe a minha área espiritual 🙏🙌""}",
UgzEixqRB63opA80T4Z4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-07-15T00:10:55.893522+00:00,0,,WtrfYUBVnVA,"{""text"":""Guilherme: a proteção de Deus está sobre mim 🙏🙌""}",
UgwAUkw77LxdIXE10CF4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-07-14T03:03:08.342164+00:00,0,,wW0RI2QntMU,"{""text"":""Guilherme: Senhor, toma a direção da minha vida 🙏🙌""}",
Ugwo4b5VVFpl4lEpOQF4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-07-14T00:30:00.927675+00:00,0,,9BS4JYQIy-o,"{""text"":""Guilherme: praga nenhuma chegará na minha casa 🙏🙌""}",
UgzItmZ3G6WN_dH80Sx4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-07-13T14:12:32.811712+00:00,0,,JO36h5VeaEY,"{""text"":""Guilherme: Maria Andrea 🙏🙌""}",
Ugx7VBxfuHV8g0toQ9Z4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-07-12T02:40:47.181334+00:00,0,,RM6sui9dD8s,"{""text"":""Guilherme: a minha vitória virá debaixo de perseverança 🙏🙌""}",
UgznvavIcCIFQr0T6gx4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-07-12T01:20:58.592492+00:00,0,,BNehjxoZcSg,"{""text"":""Guilherme, Maria Andrea, Maycon, Gabriel e Orlanda 🙏🙌🛡️""}",
Ugww7Tm2x-6K3ckXB8Z4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-07-11T01:56:58.064595+00:00,0,,M0X8jmHM8cE,"{""text"":""Guilherme: na minha vida é na minha família, o livramento de Deus chegou primeiro 🙏🙌""}",
UgwuwLZRQa7_PqoGuhN4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-07-11T00:22:37.564604+00:00,0,,jBTOxDDMDcM,"{""text"":""Guilherme, Maria Andrea, Maycon, Gabriel e Orlanda 🙏🙌🛡️""}",
UgxZVl7scbvGFC5p3pF4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-07-10T13:54:34.628843+00:00,0,,d4QWomLsxbg,"{""text"":""Guilherme: essa semana para minha vida, será uma benção 🙏🙌""}",
UgzeGDrxudXrd5YI9Yd4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-07-09T23:22:22.318611+00:00,0,,X__jULPnD5M,"{""text"":""Guilherme, Maria Andrea, Maycon, Gabriel e Orlanda 🙏🙌🛡️""}",
UgzTjW1_H9micVRHWIp4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-07-09T21:06:55.70605+00:00,0,,P64--gtcnwA,"{""text"":""Guilherme: essa semana, para mim, dará tudo certo 🙏🙌""}",
UgzsjBoicD1DGcAcfAl4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-07-09T14:07:10.841549+00:00,0,,u6Zv3ENnSRY,"{""text"":""Deus abençoe o pequeno Miguel 🙏🙌""}",
Ugx2t0dRTaOvSveJpbl4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-07-09T13:58:38.96227+00:00,0,,u6Zv3ENnSRY,"{""text"":""Guilherme: Senhor, toma a frente da minha vida 🙏🙌""}",
Ugw_5uRjlVJ9aj8mn4h4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-07-09T02:00:31.169943+00:00,0,,X6UgnljCVSo,"{""text"":""Guilherme, Maria Andrea, Maycon, Gabriel e Orlanda 🙏🙌🛡️""}",
Ugx2sVLVV3m8G7JN1TN4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-07-08T14:29:36.374922+00:00,0,,d5ukUZxwMxs,"{""text"":""Guilherme: Senhor, dai-me sabedoria 🙏🙌""}",
UgwlG_LpMi1_Zy9MiCl4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-07-07T22:08:49.825901+00:00,0,,MjPDvIwCVRU,"{""text"":""Guilherme, Maria Andrea, Maycon, Gabriel e Orlanda 🙏🙌🛡️""}",
UgxyHQ3C0mz-6KcJr9B4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-07-07T14:23:52.90886+00:00,0,,_py-PGDSu68,"{""text"":""Guilherme: área sentimental""}",
UgwZ507ltaqWpQF9SrJ4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-07-07T02:34:19.054713+00:00,0,,nrwgtuDg_uE,"{""text"":""Guilherme: o Senhor é a minha força 🙌🙏""}",
UgxkwPnRQmWBOIOL7Qp4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-07-06T22:15:53.924812+00:00,0,,rt5gp0VA8_o,"{""text"":""Guilherme, Maria Andrea, Maycon, Gabriel e Orlanda 🙏🙌🛡️""}",
UgxLvydmDoRlfhMTsrF4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-07-06T13:14:13.079533+00:00,0,,Cckvu1NGxYE,"{""text"":""Guilherme: a porta que Deus abre, ninguém fecha 🙌🙏""}",
Ugz5MegAU_z9Z7iFlL14AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-07-05T23:35:38.2802+00:00,0,,5zWKs4VHj48,"{""text"":""Guilherme: Pai, eu confio em ti 🙏🙌""}",
Ugz1Wokr20misXwTVb94AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-07-05T20:24:47.763818+00:00,0,,uvMZvN67hUM,"{""text"":""Guilherme, Maria Andrea, Maycon, Gabriel e Orlanda 🙏🙌🛡️""}",
UgyFpMaSZM3U5MgfYYp4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-07-05T13:35:49.733039+00:00,0,,X9w2QTdwR9g,"{""text"":""Guilherme: Deus mudará a minha sorte 🙌🙏""}",
UgyNjgRKIaf5Rcp897Z4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-07-04T12:46:40.418+00:00,0,,Y8-jJbqgOqM,"{""text"":""Guilherme: a minha vida é protegida por Deus 🙏🙌🛡️""}",
UgyRtEqKWDWPMmr_HQR4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-07-04T00:48:59.844357+00:00,0,,McOsHQyBSNE,"{""text"":""Guilherme, Maria Andrea, Maycon e Gabriel 🙏🙌🛡️""}",
UgwmOCnthEXs3bXQX794AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-07-03T14:57:17.792199+00:00,0,,tjlw_nC_GrI,"{""text"":""Guilherme: o Senhor é o meu pastor, e nada me faltará 🙏🙌""}",
UgxebTj-noSPgK1PdPR4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-07-02T12:56:53.352424+00:00,0,,3n7U6bQ48D4,"{""text"":""Guilherme: Sentimental 🙏🙌""}",
Ugxmggx_4ByIOM_sR_B4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-07-01T12:40:16.626918+00:00,0,,YmrzL9O-VYM,"{""text"":""Guilherme: eu sou protegido por Deus 🙏🙌🛡️""}",
Ugx1X1jHnmZQ2t7bhV54AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-07-01T02:15:28.500564+00:00,0,,XwPsvYtDcOM,"{""text"":""Guilherme: a proteção de Deus e a vitória do Senhor estão sobre a minha vida 🙏🙌🛡️""}",
UgwkQs1FsTkskNgXvJ94AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-06-30T02:22:40.936681+00:00,0,,ykxKK_CIu4k,"{""text"":""Guilherme: Senhor, abre meus olhos e dai-me sabedoria 🙏🙌""}",
UgxgAna292YeuVIfxrJ4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-06-29T03:04:29.420892+00:00,0,,0OVenMomaWg,"{""text"":""Guilherme: área sentimental 🙏🙌""}",
UgwDJM6zypuEEBhPYGt4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-06-29T02:46:11.011273+00:00,0,,OA4QHyurXFk,"{""text"":""Guilherme: que Deus abençoe a minha área sentimental 🙏🙌""}",
UgzidBpybO2h7qEGvpN4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-06-27T02:00:05.535441+00:00,0,,ED3qAzwF1CA,"{""text"":""Guilherme: o meu cálice vai transbordar 🙏🙌""}",
UgwqOY_C5t28nAnsm-x4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-06-26T17:25:29.149923+00:00,0,,kLBd6a00uQA,"{""text"":""Guilherme: sentimental 🙏🙌""}",
Ugy--A6NaljUj32ggZh4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-06-26T02:20:55.909376+00:00,0,,rK6CFCQ5Ido,"{""text"":""Guilherme: eu viverei um tempo de restituição 🙏🙌""}",
UgywwwFByrPqMuoJnBl4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-06-25T12:30:02.889007+00:00,0,,zzURNbraKHE,"{""text"":""Guilherme: louvado seja Deus 🙏🙌""}",
UgwRt2LGhpmvhm6pnAl4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-06-25T03:01:26.058912+00:00,0,,GnOvt3k6xLc,"{""text"":""Guilherme: eu recebo o amparo de Deus 🙏🙌""}",
Ugxv8eNMM8pbcMbWtN54AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-06-25T02:43:25.007481+00:00,0,,Z54-Ze0ed-s,"{""text"":""Guilherme: Senhor, toma o controle da minha vida 🙏🙌""}",
UgzHe8uvibm5r7L6fy54AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-06-24T12:12:48.398443+00:00,0,,ZDjD_VJ5gXc,"{""text"":""Luís Júnior 🙏🙌""}",
UgxB4DqPHxDdHk13i3Z4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-06-24T12:08:27.694079+00:00,0,,ZDjD_VJ5gXc,"{""text"":""Guilherme: a proteção de Deus está sobre a minha vida 🙏🙌""}",
UgxL5ZrbwscM89mnlHN4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-06-23T01:05:26.596302+00:00,0,,KlP1BJZVHrA,"{""text"":""Guilherme 🙏🙌❤️""}",
UgxoiTI8DF-awtmUixh4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-06-22T17:37:13.650692+00:00,0,,DNRACAJSKiI,"{""text"":""Guilherme, Maria Andrea, Maycon e Gabriel 🙏🙌🛡️""}",
UgyuLiP88eoTN4wupJ14AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-06-22T00:42:52.30217+00:00,0,,kfSK7PzmRkA,"{""text"":""Guilherme: eu sou protegido por Deus 🙏🙌""}",
UgxZ7V6ODLB9lVvYB-Z4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-06-21T16:47:11.555693+00:00,0,,cueo46-N9e8,"{""text"":""Guilherme, Maria Andrea, Maycon e Gabriel 🙏🙌🛡️""}",
UgwQ2KwY4WAF4pssydB4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-06-21T00:17:54.475677+00:00,0,,X9ZNMvEs6N0,"{""text"":""Miguel 🙏🙌""}",
UgxpEQwGOD1xzOkL9bp4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-06-21T00:15:42.705316+00:00,0,,X9ZNMvEs6N0,"{""text"":""Guilherme: a benção de Deus está sobre a minha vida 🙏🙌""}",
UgyiBhYLHaqbR9DIxCp4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-06-20T18:19:13.977131+00:00,0,,0MDH_FeAUrA,"{""text"":""Guilherme: sentimental 🙏🙌""}",
UgxDNaEfPNuZRyRJEud4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-06-20T00:35:29.344698+00:00,0,,0oTRXjwKIus,"{""text"":""Guilherme: a mão de Deus está sobre a minha vida 🙏🙌""}",
Ugyak7iVvuFEvruBPoh4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-06-19T16:24:20.935363+00:00,0,, -dtuydI-D34,"{""text"":""Guilherme, Maria Andrea, Maycon e Gabriel 🙏🙌🛡️""}",
Ugz_inpt637KLUvqWtB4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-06-19T02:08:53.985032+00:00,0,,j3X50HwPsYk,"{""text"":""Guilherme: Senhor, eu estou em tuas mãos 🙏🙌""}",
Ugz_yeJ2uR1z7Nmo_r94AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-06-18T16:46:27.915436+00:00,0,,cO3zc2tD8d4,"{""text"":""Guilherme, Maria Andrea, Maycon e Gabriel 🙏🙌🛡️""}",
UgwJGrjSRtqQSQnIUER4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-06-18T11:13:40.464422+00:00,0,,hO9b8lqBGoQ,"{""text"":""Guilherme: Senhor, derrama luz em meus caminhos""}",
UgxnMVM1KtLtF_m5Bi94AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-06-18T00:47:38.568425+00:00,0,,NyOl03bjCiM,"{""text"":""Guilherme: o meu socorro vem do Senhor 🙏🙌""}",
Ugzc33gAqXS5OPEKPaB4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-06-17T23:57:36.063745+00:00,0,,16g1LvhF-Sg,"{""text"":""Guilherme, Maria Andrea, Maycon e Gabriel 🙏🙌""}",
Ugx8TEdhRMffxsbMQY14AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-06-17T12:19:17.497853+00:00,0,,OsZ9Crczrn8,"{""text"":""Guilherme: Senhor, fortalece a minha vida a cada dia 🙏🙌""}",
Ugw1Kf_rCE_eFbT_tVx4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-06-17T04:04:49.164916+00:00,0,,m69CSCmQUq0,"{""text"":""Guilherme: o meu testemunho será lindo 🙏🙌""}",
UgzrsBXpfzilO7ROjxt4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-06-16T17:23:25.956254+00:00,0,,QcQBZphM-Vo,"{""text"":""Guilherme, Maria Andrea, Maycon e Gabriel 🙏🙌🛡️""}",
UgzgIbLPdZruSgU2GDh4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-06-15T00:31:30.627797+00:00,0,,4Bqnc5t_3rg,"{""text"":""Guilherme: que todas as amarras da minha vida caia por terra 🙏🙌""}",
UgyrXtz9foa1Dm3Otd94AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-06-14T21:00:54.66024+00:00,0,,4CnUNLSgWAs,"{""text"":""Guilherme, Maria Andrea, Maycon e Gabriel 🙏🙌🛡️""}",
Ugx1Xtq8n-KB5nAbiel4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-06-14T01:03:31.10682+00:00,0,,1yczKYblFIo,"{""text"":""Guilherme: Senhor, dai-me sabedoria 🙏🙌""}",





